Weyerhaeuser,"The Weyerhaeuser Company () is an American timberland company which owns nearly 12,400,000 acres (19,400 sq mi; 50,000 km2) of timberlands in the U.S., and manages an additional 14,000,000 acres (22,000 sq mi; 57,000 km2) of timberlands under long-term licenses in Canada. The company has manufactured wood products for over a century. It operates as a real estate investment trust (REIT)."
United Airlines Holdings,"United Airlines Holdings, Inc. (formerly known as United Continental Holdings, Inc., UAL Corporation, Allegis Corporation and founded originally as UAL, Inc.) is a publicly traded airline holding company headquartered in the Willis Tower in Chicago. UAH owns and operates United Airlines, Inc. 
UAL Corporation agreed to change its name to United Continental Holdings in 2010, when an agreement was reached between United and Continental Airlines where the two airlines merged in an $8.5 billion all-stock merger of equals on October 1, 2010. To effect the acquisition, Continental shareholders received 1.05 shares of UAL stock for each Continental share; at the time of closing, it was estimated that United shareholders owned 55% of the merged entity and Continental shareholders owned 45%. The company or its subsidiary airlines also have several other subsidiaries. Once completely combined, United became the world's largest airline, as measured by revenue passenger miles. United is a founding member of the Star Alliance.
UAH has major operations at Chicago–O'Hare, Denver, Guam, Houston–Intercontinental, Los Angeles, New York/Newark, San Francisco, and Washington–Dulles. Additionally, UAH's United is the largest U.S. carrier to the People's Republic of China and maintains a large operation throughout Asia.
UAH uses Continental's operating certificate and United's repair station certificate, having been approved by the FAA on November 30, 2011.
On June 27, 2019, the name of the parent company was changed from United Continental Holdings to United Airlines Holdings."
Altria,"Altria Group, Inc. (previously known as Philip Morris Companies, Inc.) is an American corporation and one of the world's largest producers and marketers of tobacco, cigarettes, and medical products in the treatment of illnesses caused by tobacco. It operates worldwide and is headquartered in Henrico County, Virginia, just outside the city of Richmond.
Altria is the parent company of Philip Morris USA, John Middleton, Inc., U.S. Smokeless Tobacco Company, Inc., and Philip Morris Capital Corporation. Altria also maintains large minority stakes in Belgium-based brewer AB InBev and the Canadian cannabis company Cronos Group. It is a component of the S&P 500 and was a component of the Dow Jones Industrial Average from 1985 to 2008, dropping due to spin-offs of Kraft Foods Inc. in 2007 and Philip Morris International in 2008."
Arista Networks,"Arista Networks, Inc. (formerly Arastra) is an American computer networking company headquartered in Santa Clara, California. The company designs and sells multilayer network switches to deliver software-defined networking (SDN) for large datacenter, cloud computing, high-performance computing, and high-frequency trading environments. These products include 10/25/40/50/100/200/400/800 gigabit low-latency cut-through Ethernet switches. Arista's Linux-based network operating system, Extensible Operating System (EOS), runs on all Arista products."
Hilton Worldwide,"Hilton Worldwide Holdings Inc. is an American multinational hospitality company that manages and franchises a broad portfolio of hotels, resorts, and timeshare properties. Founded by Conrad Hilton in May 1919, the company is now led by Christopher J. Nassetta. Hilton is headquartered in Tysons, Virginia, United States.
As of December 31, 2023, the company's portfolio includes 7,530 properties (including timeshare properties) with 1,182,937 rooms in 118 countries and territories. Hilton owns or leases 51 properties, manages 800 properties, and franchises out 6,679 properties to independent franchisees or companies.
Hilton has 22 brands across different market segments, including Conrad Hotels & Resorts, Canopy by Hilton, Curio, Hilton Hotels & Resorts, DoubleTree by Hilton, Embassy Suites by Hilton, Hilton Garden Inn, Hampton by Hilton, Homewood Suites by Hilton, Home2 Suites by Hilton, Hilton Grand Vacations Club, Hilton Vacation Club, Hilton Club, LXR Hotels and Resorts by Hilton, Waldorf Astoria Hotels & Resorts, Signia by Hilton, Tru by Hilton, Tapestry Collection by Hilton, Tempo by Hilton, Motto by Hilton, and Spark by Hilton.
On December 12, 2013, Hilton again became a public company, raising an estimated $2.35 billion in its second IPO. At the time, Blackstone Inc. held a 45.8 percent stake in the company. In October 2016, China's HNA Group agreed to acquire a 25 percent equity interest in Hilton from Blackstone. The transaction was expected to close in the first quarter of 2017. Hilton's largest stockholders were until mid-2018 HNA Group, Blackstone, and Wellington Management Company, which as of March 2017 owned 25%, 15.2%, and 6.7% of Hilton common stock respectively.
The company was founded by Conrad Hilton in 1919 as Hilton Hotels Corporation in Cisco, Texas, and it had its headquarters in Beverly Hills, California, from 1969 until 2009. In August 2009, the company moved to Tysons Corner, unincorporated Fairfax County, Virginia, near McLean."
CME Group,"CME Group Inc. is a financial services company. Headquartered in Chicago, the company operates financial derivatives exchanges including the Chicago Mercantile Exchange, Chicago Board of Trade, New York Mercantile Exchange, and The Commodity Exchange. The company also owns 27% of S&P Dow Jones Indices. It is the world's largest operator of financial derivatives exchanges. Its exchanges are platforms for trading in agricultural products, currencies, energy, interest rates, metals, futures contracts, options, stock indexes, and cryptocurrencies futures.
In addition to its headquarters in Chicago, the company also has offices in New York, Washington, and Houston in the U.S., as well as abroad in London, Bangalore, Beijing, Belfast, Calgary, Hong Kong, Seoul, Singapore, and Tokyo."
Broadcom,"Broadcom Inc. is an American multinational designer, developer, manufacturer, and global supplier of a wide range of semiconductor and infrastructure software products. Broadcom's product offerings serve the data center, networking, software, broadband, wireless, storage, and industrial markets. As of 2023, some 79 percent of Broadcom's revenue came from its semiconductor-based products and 21 percent from its infrastructure software products and services.: 43 
Tan Hock Eng is the company's president and CEO. The company is headquartered in Palo Alto, California. Avago Technologies Limited took the Broadcom part of the Broadcom Corporation name after acquiring it in January 2016. The ticker symbol AVGO which represented old Avago now represents the newly merged entity. The Broadcom Corporation ticker symbol BRCM was retired. At first the merged entity was known as Broadcom Limited, before assuming the present name in November 2017.
In October 2019, the European Union issued an interim antitrust order against Broadcom concerning anticompetitive business practices which allegedly violate European Union competition law.
In May 2022, Broadcom announced an agreement to acquire VMware in a cash-and-stock transaction valued at $69 billion. The acquisition was closed on November 22, 2023."
Lululemon Athletica,"Lululemon athletica inc., commonly known as lululemon ( loo-loo-LEM-ən; styled in all lowercase), is a Canadian-American multinational athletic apparel retailer headquartered in British Columbia and incorporated in Delaware, United States. It was founded in 1998 as a retailer of yoga pants and other yoga wear, and has expanded to also sell athletic wear, lifestyle apparel, accessories, and personal care products. The company has 711 stores and sells online."
NetApp,"NetApp, Inc. is an American data infrastructure company that provides unified data storage, integrated data services, and cloud operations (CloudOps) solutions to enterprise customers. The company is based in San Jose, California. It has ranked in the Fortune 500 from 2012 to 2021. Founded in 1992 with an initial public offering in 1995, NetApp offers cloud data services for management of applications and data both online and physically."
Campbell Soup Company,"The Campbell Soup Company, doing business as Campbell's, is an American company, most closely associated with its flagship canned soup products; however through mergers and acquisitions, it has grown to become one of the largest processed food companies in the United States with a wide variety of products under its flagship Campbell's brand as well as other brands including Pepperidge Farm, Snyder's of Hanover, V8, and Swanson. With its namesake brand Campbell's produces soups and other canned foods, baked goods, beverages, and snacks. It is headquartered in Camden, New Jersey.
The classic red-and-white can design used by many Campbell's branded products has become an American icon, and its use in pop art was typified by Andy Warhol's series of Campbell's Soup Cans prints."
Emerson Electric,"Emerson Electric Co. is an American multinational corporation headquartered in Ferguson, Missouri. The Fortune 500 company manufactures products and provides engineering services for industrial, commercial, and consumer markets.
Emerson has approximately 86,700 employees and 170 manufacturing locations."
Stanley Black & Decker,"Stanley Black & Decker, Inc., formerly known as The Stanley Works, is a Fortune 500 American manufacturer of industrial tools and household hardware, and a provider of security products. Headquartered in the Greater Hartford city of New Britain, Connecticut, Stanley Black & Decker is the result of the merger of The Stanley Works and Black & Decker on March 12, 2010."
Williams Companies,"The Williams Companies, Inc., is an American energy company based in Tulsa, Oklahoma. Its core business is natural gas processing and transportation, with additional petroleum and electricity generation assets. A Fortune 500 company, its common stock is a component of the S&P 500."
United Parcel Service,"United Parcel Service, Inc. (UPS) is an American multinational shipping & receiving and supply chain management company founded in 1907. Originally known as the American Messenger Company specializing in telegraphs, UPS has expanded to become a Fortune 500 company and one of the world's largest shipping couriers. UPS today is primarily known for its ground shipping services as well as the UPS Store, a retail chain which assists UPS shipments and provides tools for small businesses. UPS offers air shipping on an overnight or two-day basis and delivers to post office boxes through UPS Mail Innovations and UPS SurePost, two services that pass on packages to the United States Postal Service for last-mile delivery.
UPS is the largest courier company in the world by revenue, with annual revenues around US$85 billion in 2020, ahead of competitors DHL and FedEx. UPS's main international hub, UPS Worldport in Louisville, Kentucky, is the fifth busiest airport in the world by cargo traffic based on preliminary statistics from ACI, and the third busiest in the U.S. behind FedEx's Memphis Superhub and Ted Stevens Anchorage International Airport. The company is one of the largest private employers in the United States."
Amazon,"Amazon most often refers to:

Amazon River, in South America
Amazon rainforest, a rainforest covering most of the Amazon basin
Amazon (company), an American multinational technology company
Amazons, a tribe of female warriors in Greek mythology
Amazon or Amazone may also refer to:"
Arthur J. Gallagher & Co.,"Arthur J. Gallagher & Co. (AJG) is an American global insurance brokerage and risk management services firm headquartered in Rolling Meadows, Illinois (a suburb of Chicago). The firm was established in 1927 and is one of the largest insurance brokers in the world."
Hologic,"Hologic, Inc. is a United States medical technology company primarily focused on women's health; it sells medical devices for diagnostics, surgery, and medical imaging."
Netflix,"Netflix is an American subscription video on-demand over-the-top streaming service. The service primarily distributes original and acquired films and television shows from various genres, and it is available internationally in multiple languages.
Launched on January 16, 2007, nearly a decade after Netflix, Inc. began its pioneering DVD‑by‑mail movie rental service, Netflix is the most-subscribed video on demand streaming media services, with over 269.6 million paid memberships in more than 190 countries as of April 2024. By 2022, ""Netflix Original"" productions accounted for half of its library in the United States and the namesake company had ventured into other categories, such as video game publishing of mobile games via its flagship service. As of October 2023, Netflix is the 24th most-visited website in the world with 23.66% of its traffic coming from the United States, followed by the United Kingdom at 5.84% and Brazil at 5.64%."
CMS Energy,"CMS Energy Corporation is an American energy company based in Jackson, Michigan, that is focused principally on utility operations in Michigan. Its principal business is Consumers Energy, a public utility that provides electricity and natural gas to more than 6 million of Michigan's 10 million residents. Its non-utility businesses are focused primarily on domestic independent power production. Consumers Energy has operated since 1886.
CMS Enterprises' primary businesses are independent power production and natural gas transmission."
Broadridge Financial Solutions,"Broadridge Financial Solutions, Inc. is a public corporate services and financial technology company founded in 2007 as a spin-off from management software company Automatic Data Processing. Broadridge supplies public companies with proxy statements, annual reports and other financial documents, and shareholder communications solutions, such as virtual annual meetings."
LyondellBasell,"LyondellBasell Industries N.V. is an American multinational chemical company incorporated in the Netherlands with U.S. operations headquartered in Houston, Texas, and offices in London, UK.  The company is the largest licensor of polyethylene and polypropylene technologies. It also produces ethylene, propylene, polyolefins, and oxyfuels.
LyondellBasell was formed in December 2007 by the acquisition of Lyondell Chemical Company by Basell Polyolefins for $12.7 billion. As of 2016, Lyondell was the third largest independent chemical manufacturer in the United States."
Capital One,"Capital One Financial Corporation is an American bank holding company specializing in credit cards, auto loans, banking, and savings accounts, headquartered in Tysons, Virginia with operations primarily in the United States. It is the 12th largest bank in the United States by total assets as of 2022, the third largest issuer of Visa and Mastercard credit cards, and one of the largest car finance companies in the United States.
The bank has approximately 750 branches, including 30 café style locations, and 2,000 ATMs. It is ranked 106th on the Fortune 500, 15th on Fortune's 100 Best Companies to Work For list, and conducts business in the United States, Canada, and the United Kingdom. The company helped pioneer the mass marketing of credit cards in the 1990s.
The company's three divisions are credit cards, consumer banking and commercial banking. As of December 31, 2022, the company had loans receivable of $114 billion from credit cards, $75 billion from auto loans, and $85 billion from commercial loans."
Enphase Energy,"Enphase Energy, Inc. is an American energy technology company headquartered in Fremont, California, that develops and manufactures solar micro-inverters, battery energy storage, and EV charging stations primarily for residential customers. Enphase was established in 2006 and is the first company to successfully commercialize the solar micro-inverter, which converts the direct current (DC) power generated by a solar panel into grid-compatible alternating current (AC) for use or export. The company has shipped more than 48 million microinverters to 2.5 million solar systems in more than 140 countries."
S&P Global,"S&P Global Inc. (prior to April 2016 McGraw Hill Financial, Inc., and prior to 2013 The McGraw–Hill Companies, Inc.) is an American publicly traded corporation headquartered in Manhattan, New York City. Its primary areas of business are financial information and analytics. It is the parent company of S&P Global Ratings, S&P Global Market Intelligence, S&P Global Mobility, S&P Global Engineering Solutions, S&P Global Sustainable1, and S&P Global Commodity Insights, CRISIL, and is the majority owner of the S&P Dow Jones Indices joint venture. ""S&P"" is a shortening of ""Standard and Poor's""."
Willis Towers Watson,"Willis Towers Watson plc, branded as WTW and stylised in its logo as wtw, is a British-American multinational company providing insurance services. The company was founded in 2016, following a merger of the Willis Group and Towers Watson."
United Rentals,"United Rentals, Inc (NYSE: URI) is an American equipment rental company, with about 16 percent of the North American market share as of 2022. It owns the largest rental fleet in the world with approximately 4,700 classes of equipment totaling about $19.3 billion in original equipment cost (OEC) as of 2022. The company has a combined total of 1,625 locations, including an integrated network of 1,504 rental locations in North America, 38 in Europe, 23 in Australia and 19 in New Zealand. In North America, the company operates in 49 U.S. states and Puerto Rico and in every Canadian province. In 2017, United Rentals' revenue totaled more than $6.64 billion, with over $1.35 billion in profit. It is ranked #424 on the Fortune 500,  #1183 on the Forbes Global 2000 list of the world's largest public companies, and is the world's largest equipment rental company.
URI was founded in 1997 by Brad Jacobs and grew primarily through acquisition. It offers general, aerial, and specialty rentals to a customer base that includes construction and industrial companies; utilities; municipalities; and homeowners. In addition to rentals, the company offers new and used equipment sales, servicing, and safety training.
Since 2019, United Rentals has been led by Matthew Flannery (President & CEO), Michael Durand (Executive Vice President & COO), and Ted Grace (Executive Vice President & CFO). The company is headquartered in Stamford, Connecticut. In 2019, United Rentals was announced the 6th best stock of the 2010s, with a total return of 1,559%."
Amcor,"Amcor plc is a global packaging company. It develops and produces flexible packaging, rigid containers, specialty cartons, closures and services for food, beverage, pharmaceutical, medical-device, home and personal-care, and other products.
The company originated in paper milling businesses established in and around Melbourne, Australia, during the 1860s which were consolidated as the Australian Paper Mills Company Pty Ltd, in 1896.
Amcor is a dual-listed company, being listed on the Australian Securities Exchange (ASX: AMC) and New York Stock Exchange (NYSE: AMCR). As of 30 June 2023, the company employed 41,000 people and generated US$14.7 billion in sales from operations in some 200 locations in over 40 countries.
Reflecting its global status, Amcor is included in several international stock market indices, including the Dow Jones Sustainability Index, CDP Climate Disclosure Leadership Index (Australia), the MSCI Global Sustainability Index, the Ethibel Excellence Investment Register, and the FTSE4Good Index Series."
Genuine Parts Company,"Genuine Parts Company (GPC) is an American service organization engaged in the distribution of automotive replacement parts, industrial replacement parts, office products and electrical/electronic materials. GPC serves numerous customers from more than 2,600 operations around the world, and has approximately 48,000 employees. It owns the NAPA Auto Parts brand."
Ameriprise Financial,"Ameriprise Financial, Inc. is a diversified financial services company and bank holding company incorporated in Delaware and headquartered in Minneapolis, Minnesota. It provides financial planning products and services, including wealth management, asset management, insurance, annuities, and estate planning.
As of April 2022, more than 80% of the company's revenue came from wealth management.
Ameriprise was formerly a division of American Express, which completed the corporate spin-off of the company in September 2005.
The company is ranked 245th on the Fortune 500. It is on the list of largest banks in the United States. and was also ranked the 9th largest independent broker-dealer based on assets under management. It is one of the largest financial planning companies in the United States and is among the 25 largest asset managers in the world. It is ranked 8th in long-term mutual fund assets in the U.S., fourth in retail funds in the U.K., and 27th in global assets under management."
Newmont,"Newmont Corporation is an American gold mining company based in Greenwood Village, Colorado. 
It is the world's largest gold mining corporation. Incorporated in 1921, it owns gold mines in Nevada, Colorado, Ontario, Quebec, Mexico, the Dominican Republic, Australia, Ghana, Argentina, Peru, and Suriname. In addition to gold, Newmont mines copper, silver, zinc and lead.
The Newmont Corporation bought Canadian mining company, Goldcorp in 2019 for $10 billion.
Newmont has approximately 31,600 employees and contractors worldwide, and is the only gold company in the S&P 500 stock market index."
Berkshire Hathaway,"Berkshire Hathaway Inc. () is an American multinational conglomerate holding company headquartered in Omaha, Nebraska. Founded in 1839 as a textile manufacturer, it transitioned into a major conglomerate starting in 1965 under the management of chairman and CEO Warren Buffett and vice chairman Charlie Munger.
Today, the company's earning power is diversified across a broad portfolio of subsidiaries, equity positions and other securities. Insurance is a major area of operations and the float (the retained premiums) generated serves as an important source of capital. Buffett and Munger are known for their advocacy of value investing principles and under their direction, the company's book value has grown at an average rate of 20%, compared to about 10% from the S&P 500 index with dividends included over the same period, while employing large amounts of capital and minimal debt.
The company's insurance brands include auto insurer GEICO and reinsurance firm Gen Re. Its non-insurance subsidiaries operate in diverse sectors such as confectionery, retail, railroads, home furnishings, machinery, jewelry, apparel, electrical power and natural gas distribution. Among its partially owned businesses are Kraft Heinz (26.7%), American Express (18.8%), Bank of America (11.9%), Coca-Cola (9.32%) and Apple (5.57%).
Berkshire is one of the top ten components of the S&P 500 index and one of the largest American-owned private employers in the United States. Its class A shares have the highest per-share price of any public company in the world, reaching $600,000 in February 2024, because the board has historically been opposed to splitting them."
Kroger,"The Kroger Company, or simply Kroger, is an American retail company that operates (either directly or through its subsidiaries) supermarkets and multi-department stores throughout the United States.
Founded by Bernard Kroger in 1883 in Cincinnati, Ohio, Kroger operates 2,719 grocery retail stores under its various banners and divisions in 35 states and the District of Columbia. Its store formats include 134 multi-department stores, 2,273 combo stores, 191 marketplace stores, and 121 price-impact warehouse stores. Kroger operates 33 manufacturing plants, 1,642 supermarket fuel centers, 2,254 pharmacies, 225 The Little Clinic in-store medical clinics, and 127 jewelry stores (782 convenience stores were sold to EG Group in 2018). Kroger's headquarters are located in downtown Cincinnati.
The Kroger Company is the largest supermarket operator in the U.S. by revenue and the country's fifth-largest general retailer. The company is one of the largest American-owned private employers in the United States. Additionally, Kroger is ranked #17 on the Fortune 500 rankings of the largest U.S. corporations by total revenue.
About two-thirds of Kroger's employees are represented by collective bargaining agreements, with most being represented by the United Food and Commercial Workers (UFCW)."
Cardinal Health,"Cardinal Health, Inc. is an American multinational health care services company, and the 14th highest revenue generating company in the United States. Headquartered in Dublin, Ohio, the company specializes in the distribution of pharmaceuticals and medical products, serving more than 100,000 locations. The company also manufactures medical and surgical product, including gloves, surgical apparel, and fluid management products. In addition, it operates one of the largest networks of radiopharmacies in the U.S. Cardinal Health provides medical products to over 75 percent of hospitals in the United States."
Dow Chemical Company,"The Dow Chemical Company is an American multinational corporation headquartered in Midland, Michigan, United States. The company was among the three largest chemical producers in the world in 2021. It is the operating subsidiary of Dow Inc., a publicly traded holding company incorporated under Delaware law.
With a presence in around 160 countries, it employs about 36,000 people worldwide. Dow has been called the ""chemical companies' chemical company"", as its sales are to other industries rather than directly to end-use consumers. Dow is a member of the American Chemistry Council.
In 2015, Dow and fellow chemical company DuPont agreed to a corporate reorganization involving the merger of Dow and DuPont followed by a separation into three different entities. The plan commenced in 2017, when Dow and DuPont merged to form DowDuPont, and was finalized in April 2019, when the materials science division was spun off from DowDuPont and took the name of the Dow Chemical Company."
Salesforce,"Salesforce, Inc. is an American cloud-based software company headquartered in San Francisco, California. It provides customer relationship management (CRM) software and applications focused on sales, customer service, marketing automation, e-commerce, analytics, and application development. 
Founded by former Oracle executive Marc Benioff in February 1999, Salesforce grew quickly, making its initial public offering in 2004. As of September 2022, Salesforce is the 61st largest company in the world by market cap with a value of nearly US$153 billion. It became the world's largest enterprise software firm in 2022. Salesforce ranked 491st on the 2023 edition of the Fortune 500, making $31,352 million in revenues. Since 2020, Salesforce has also been a component of the Dow Jones Industrial Average."
Wynn Resorts,"Wynn Resorts, Limited is an American publicly traded corporation based in Paradise, Nevada, that is a developer and operator of high-end hotels and casinos. It was founded in 2002 by former Mirage Resorts Chairman and CEO Steve Wynn and is now run by CEO Craig Billings. As of 2020, the company has developed six properties."
Cognizant,"Cognizant Technology Solutions Corporation is an American multinational information technology services and consulting company. It is headquartered in Teaneck, New Jersey, U.S. Cognizant is part of the NASDAQ-100 and trades under CTSH.  It was founded as an in-house technology unit of Dun & Bradstreet in 1994, and started serving external clients in 1996.
After a series of corporate reorganizations, there was an initial public offering in 1998.
Ravi Kumar Singisetti has been the CEO of the company since January 2023, replacing Brian Humphries."
Ametek,"AMETEK, Inc. is an American multinational conglomerate and global designer and manufacturer of electronic instruments and electromechanical devices with headquarters in the United States and over 220 sites worldwide.
The company was founded in 1930. The company's original name, American Machine and Metals, was changed to AMETEK in the early 1960s, reflecting its evolution from a provider of heavy machinery to a manufacturer of analytical instruments, precision components and specialty materials.
AMETEK has been ranked as high as 402 on the Fortune 500. The firm has also consistently been on the Fortune 1000 rankings list as well as the Fortune Global 2000.
The overall strategy for the organization is made up of 4 components: Operational Excellence (cost control), New Product Development, International/Market Expansion, and Acquisitions.
The firm has two operating groups (the Electronic Instruments Group and the Electromechanical Group). Together, these groups and their divisions comprise over 100 brands, including analytical instruments, monitoring, testing and calibration devices as well as electrical motors, pumps and interconnects. The company's headquarters is in Berwyn, Pennsylvania.
AMETEK is listed on the New York Stock Exchange. Its common stock is a component of the S&P 500 index and the Russell 1000 index."
Ameren,"Ameren Corporation is an American power company created December 31, 1997, by the merger of St. Louis, Missouri's Union Electric Company (formerly NYSE: UEP) and the neighboring Central Illinois Public Service Company (CIPSCO Inc. holding, formerly NYSE: CIP) of Springfield, Illinois. It is now a holding company for several power companies and energy companies. The company is based in St. Louis, with 2.4 million electric, and 900,000 natural gas customers across 64,000 square miles in central and eastern Missouri and the southern four-fifths of Illinois by area.
Ameren is the holding company for the following:

Ameren Missouri
Ameren Illinois
Ameren Transmission Company
Ameren Services
The Ameren Missouri subsidiary owns Bagnell Dam on the Osage River, which forms the Lake of the Ozarks. Ameren Missouri is responsible for managing water levels on the lake according to federal regulations."
Gilead Sciences,"Gilead Sciences, Inc. () is an American biopharmaceutical company headquartered in Foster City, California that focuses on researching and developing antiviral drugs used in the treatment of HIV/AIDS, hepatitis B, hepatitis C, influenza, and COVID-19, including ledipasvir/sofosbuvir and sofosbuvir. Gilead is a member of the NASDAQ Biotechnology Index and the S&P 500.
Gilead was founded in 1987 under the name Oligogen by Michael L. Riordan. The original name was a reference to oligonucleotides, small strands of DNA used to target genetic sequences. Gilead held its IPO in 1992, and successfully developed drugs like Tamiflu and Vistide that decade.
In the 2000s, Gilead received approval for drugs including Viread and Hepsera, among others. It began evolving from a biotechnology company into a pharmaceutical company, acquiring several subsidiaries, though it still relied heavily on contracting to manufacture its drugs.
The company continued its growth in the 2010s. However, it came under heavy scrutiny over its business practices, including extremely high pricing of drugs such as Sovaldi and Truvada in the United States relative to production cost and cost in the developing world."
UnitedHealth Group,"UnitedHealth Group Incorporated is an American multinational health insurance and services company based in Minnetonka, Minnesota. Selling insurance products under UnitedHealthcare, and health care services and care delivery aided by technology and data under Optum, it is the world's eleventh-largest company by revenue and the largest health care company by revenue. 
The company is ranked 10th on the 2023 Fortune Global 500. UnitedHealth Group had a market capitalization of $477.4 billion as of August 7, 2023."
Best Buy,"Best Buy Co., Inc. is an American multinational consumer electronics retailer headquartered in Richfield, Minnesota. Originally founded by Richard M. Schulze and James Wheeler in 1966 as an audio specialty store called Sound of Music, it was rebranded under its current name with an emphasis on consumer electronics in 1983.
Best Buy operates internationally in Canada, and formerly operated in China until February 2011 (when the faction was merged with Five Star) and in Mexico until December 2020 (due to the effects of the COVID-19 pandemic). The company also operated in Europe until 2012. Its subsidiaries include Geek Squad, Magnolia Audio Video, and Pacific Sales. Best Buy also operates the Best Buy Mobile and Insignia brands in North America, plus Five Star in China. Best Buy sells cellular phones from Verizon Wireless, AT&T Mobility, T-Mobile, Boost Mobile and Ting Mobile in the United States. In Canada, carriers include Bell Mobility, Rogers Wireless, Telus Mobility, their fighter brands, and competing smaller carriers, such as SaskTel.
Hubert Joly is executive chairman of Best Buy, having been succeeded as CEO by Corie Barry in June 2019. According to Yahoo! Finance, Best Buy is the largest specialty retailer in the United States consumer electronics retail industry. The company ranked number 72 in the 2018 Fortune 500 list of the largest United States corporations by total revenue."
CarMax,"CarMax, Inc. is a used vehicle retailer based in the United States. It operates two business segments: CarMax Sales Operations and CarMax Auto Finance. The company began as a side business of Circuit City, opening its first location in September 1993 in Richmond, Virginia. As of October 2022, CarMax operates 238 locations.
While CarMax stores focus on marketing used vehicles, the company acquired its first new car franchise with Chrysler Corporation in 1996. By 1999, it added new vehicle franchises for Mitsubishi Motors, Toyota, and Nissan. In late 2021, CarMax sold its last new vehicle dealership, located in Kenosha, Wisconsin, to the Rydell Company."
D. R. Horton,"D.R. Horton, Inc. is an American home construction company incorporated in Delaware and headquartered in Arlington, Texas. Since 2002, the company has been the largest homebuilder by volume in the United States. The company ranked number 194 on the 2019 Fortune 500 list of the largest United States corporations by revenue. The company operates in 90 markets in 29 states.
D.R. Horton operates four brands: D.R. Horton, Emerald Homes, Express Homes, and Freedom Homes. Express Homes is tailored to entry-level buyers while the Emerald Homes brand is sold as luxury real estate. Freedom Homes caters to the active adult community."
SBA Communications,"SBA Communications Corporation is a real estate investment trust which owns and operates wireless infrastructure in the United States, Canada, Central America, South America, and South Africa."
Xcel Energy,"Xcel Energy Inc. is a U.S. regulated electric utility and natural gas delivery company based in Minneapolis, Minnesota, serving more than 3.7 million electric customers and 2.1 million natural gas customers across parts of eight states (Colorado, Minnesota, Wisconsin, Michigan, North Dakota, South Dakota, Texas and New Mexico). It consists of four operating subsidiaries: Northern States Power-Minnesota, Northern States Power-Wisconsin, Public Service Company of Colorado, and Southwestern Public Service Co.
In December 2018, Xcel Energy announced it would deliver 100 percent clean, carbon-free electricity by 2050, with an 80 percent carbon reduction by 2035 (from 2005 levels). This makes Xcel the first major US utility to set such a goal."
L3Harris,"L3Harris Technologies, Inc. is an American technology company, defense contractor, and information technology services provider that produces command and control systems and products, wireless equipment, tactical radios, avionics and electronic systems, night vision equipment, and both terrestrial and spaceborne antennas for use in the government, defense, and commercial sectors.
They specialize in surveillance solutions, microwave weaponry, and electronic warfare. It was formed from the merger of L3 Technologies (formerly L-3 Communications) and Harris Corporation on June 29, 2019, which made it the sixth-largest defense contractor in the United States.
Between 2006 and July 2021, L3Harris was awarded 136 U.S. Customs and Border Protection and Immigration and Customs Enforcement contracts totalling $308.2 million, ""as well as six blanket purchase orders potentially worth up to $6 billion""."
Amgen,"Amgen Inc. (formerly Applied Molecular Genetics Inc.) is an American multinational biopharmaceutical company headquartered in Thousand Oaks, California. One of the world's largest independent biotechnology companies, Amgen's Thousand Oaks staff in 2022 numbered approximately 5,000 (8.5% of total city employment) and included hundreds of scientists, making Amgen the largest employer in Ventura County. As of 2022, Amgen has approximately 24,000 staff in total.
In 2019, the company's largest selling products were Enbrel (etanercept), a tumor necrosis factor blocker used in the treatment of rheumatoid arthritis and other autoimmune diseases, and Neulasta (pegfilgrastim), an immunostimulator used to prevent infections in patients undergoing cancer chemotherapy. Other marketed products include Evenity (romosozumab-aqqg), Otezla (apremilast), Prolia (denosumab), Repatha (evolocumab), and Lumakras (sotorasib)."
Colgate-Palmolive,"Colgate-Palmolive Company is an American multinational consumer products company headquartered on Park Avenue in Midtown Manhattan, New York City. The company specializes in the production, distribution, and provision of household, health care, personal care, and veterinary products."
Universal Health Services,"Universal Health Services, Inc. (UHS) is an American Fortune 300 company  that provides hospital and healthcare services, based in King of Prussia, Pennsylvania. In 2023, UHS reported total revenues of $14.3b."
Global Payments,"Global Payments Inc. is an American multinational financial technology company that provides payment technology and services to merchants, issuers and consumers. In June 2021, the company was named to the Fortune 500. The company processes payments made through credit cards, debit cards, and digital and contactless payments."
American Airlines Group,"American Airlines Group Inc. is an American publicly traded airline holding company headquartered in Fort Worth, Texas. It was formed on December 9, 2013, by the merger of AMR Corporation, the parent company of American Airlines, and US Airways Group, the parent company of US Airways. Integration was completed when the Federal Aviation Administration granted a single operating certificate for both carriers on April 8, 2015, and all flights now operate under the American Airlines brand.
The group operates the largest airline in the world, as measured by number of passengers carried, by fleet size and by scheduled passenger-kilometers flown.  The company ranked No. 70 in the Fortune 500 list of the largest United States corporations based on its 2019 revenue, but, impacted by the COVID-19 pandemic, it lost $2.2 billion in the first quarter of 2020 alone and accepted government aid."
Bio-Rad Laboratories,"Bio-Rad Laboratories, Inc. is an American  developer and manufacturer of specialized technological products for the life science research and clinical diagnostics markets. The company was founded in 1952 in Berkeley, California, by husband and wife team David and Alice Schwartz, both graduates of the University of California, Berkeley. Bio-Rad is based in Hercules, California, and has operations worldwide."
